Date,Adj Close,Close,High,Low,Open,Volume,Ticker
2022-01-19,163.55093383789062,166.22999572753906,171.0800018310547,165.94000244140625,170.0,94815000,AAPL
2022-01-20,161.858642578125,164.50999450683594,169.67999267578125,164.17999267578125,166.97999572753906,91420500,AAPL
2022-01-21,159.79249572753906,162.41000366210938,166.3300018310547,162.3000030517578,164.4199981689453,122848900,AAPL
2022-01-24,159.0152130126953,161.6199951171875,162.3000030517578,154.6999969482422,160.02000427246094,162294600,AAPL
2022-01-25,157.20484924316406,159.77999877929688,162.75999450683594,157.02000427246094,158.97999572753906,115798400,AAPL
2022-01-26,157.11630249023438,159.69000244140625,164.38999938964844,157.82000732421875,163.5,108275300,AAPL
2022-01-27,156.65386962890625,159.22000122070312,163.83999633789062,158.27999877929688,162.4499969482422,121954600,AAPL
2022-01-28,167.5848388671875,170.3300018310547,170.35000610351562,162.8000030517578,165.7100067138672,179935700,AAPL
2022-01-31,171.96311950683594,174.77999877929688,175.0,169.50999450683594,170.16000366210938,115541600,AAPL
2022-02-01,171.79586791992188,174.61000061035156,174.83999633789062,172.30999755859375,174.00999450683594,86213900,AAPL
2022-02-02,173.0060272216797,175.83999633789062,175.8800048828125,173.3300018310547,174.75,84914300,AAPL
2022-02-03,170.11338806152344,172.89999389648438,176.24000549316406,172.1199951171875,174.47999572753906,89418100,AAPL
2022-02-04,169.82772827148438,172.38999938964844,174.10000610351562,170.67999267578125,171.67999267578125,82465400,AAPL
2022-02-07,169.10858154296875,171.66000366210938,173.9499969482422,170.9499969482422,172.86000061035156,77251200,AAPL
2022-02-08,172.23147583007812,174.8300018310547,175.35000610351562,171.42999267578125,171.72999572753906,74829200,AAPL
2022-02-09,173.65988159179688,176.27999877929688,176.64999389648438,174.89999389648438,176.0500030517578,71285000,AAPL
2022-02-10,169.56175231933594,172.1199951171875,175.47999572753906,171.5500030517578,174.13999938964844,90865900,AAPL
2022-02-11,166.1334686279297,168.63999938964844,173.0800018310547,168.0399932861328,172.3300018310547,98670700,AAPL
2022-02-14,166.3699188232422,168.8800048828125,169.5800018310547,166.55999755859375,167.3699951171875,86185500,AAPL
2022-02-15,170.2218017578125,172.7899932861328,172.9499969482422,170.25,170.97000122070312,62527400,AAPL
2022-02-16,169.9853515625,172.5500030517578,173.33999633789062,170.0500030517578,171.85000610351562,61177400,AAPL
2022-02-17,166.3699188232422,168.8800048828125,171.91000366210938,168.47000122070312,171.02999877929688,69589300,AAPL
2022-02-18,164.81336975097656,167.3000030517578,170.5399932861328,166.19000244140625,169.82000732421875,82772700,AAPL
2022-02-22,161.87767028808594,164.32000732421875,166.69000244140625,162.14999389648438,164.97999572753906,91162800,AAPL
2022-02-23,157.6908721923828,160.07000732421875,166.14999389648438,159.75,165.5399932861328,90009200,AAPL
2022-02-24,160.32118225097656,162.74000549316406,162.85000610351562,152.0,152.5800018310547,141147500,AAPL
2022-02-25,162.3997802734375,164.85000610351562,165.1199951171875,160.8699951171875,163.83999633789062,91974200,AAPL
2022-02-28,162.66578674316406,165.1199951171875,165.4199981689453,162.42999267578125,163.05999755859375,95056600,AAPL
2022-03-01,160.7743377685547,163.1999969482422,166.60000610351562,161.97000122070312,164.6999969482422,83474400,AAPL
2022-03-02,164.0843963623047,166.55999755859375,167.36000061035156,162.9499969482422,164.38999938964844,79724800,AAPL
2022-03-03,163.75930786132812,166.22999572753906,168.91000366210938,165.5500030517578,168.47000122070312,76678400,AAPL
2022-03-04,160.74473571777344,163.1699981689453,165.5500030517578,162.10000610351562,164.49000549316406,83737200,AAPL
2022-03-07,156.9322967529297,159.3000030517578,165.02000427246094,159.0399932861328,163.36000061035156,96418800,AAPL
2022-03-08,155.09991455078125,157.44000244140625,162.8800048828125,155.8000030517578,158.82000732421875,131148300,AAPL
2022-03-09,160.52804565429688,162.9499969482422,163.41000366210938,159.41000366210938,161.47999572753906,91454900,AAPL
2022-03-10,156.16392517089844,158.52000427246094,160.38999938964844,155.97999572753906,160.1999969482422,105342000,AAPL
2022-03-11,152.4302215576172,154.72999572753906,159.27999877929688,154.5,158.92999267578125,96970100,AAPL
2022-03-14,148.3813018798828,150.6199951171875,154.1199951171875,150.10000610351562,151.4499969482422,108732100,AAPL
2022-03-15,152.7848663330078,155.08999633789062,155.57000732421875,150.3800048828125,150.89999389648438,92964300,AAPL
2022-03-16,157.21798706054688,159.58999633789062,160.0,154.4600067138672,157.0500030517578,102300200,AAPL
2022-03-17,158.232666015625,160.6199951171875,161.0,157.6300048828125,158.61000061035156,75615400,AAPL
2022-03-18,161.54273986816406,163.97999572753906,164.47999572753906,159.75999450683594,160.50999450683594,123511700,AAPL
2022-03-21,162.9219207763672,165.3800048828125,166.35000610351562,163.00999450683594,163.50999450683594,95811400,AAPL
2022-03-22,166.31077575683594,168.82000732421875,169.4199981689453,164.91000366210938,165.50999450683594,81532000,AAPL
2022-03-23,167.68016052246094,170.2100067138672,172.63999938964844,167.64999389648438,167.99000549316406,98062700,AAPL
2022-03-24,171.48275756835938,174.07000732421875,174.13999938964844,170.2100067138672,171.05999755859375,90131400,AAPL
2022-03-25,172.12310791015625,174.72000122070312,175.27999877929688,172.75,173.8800048828125,80546200,AAPL
2022-03-28,172.9900360107422,175.60000610351562,175.72999572753906,172.0,172.1699981689453,90371900,AAPL
2022-03-29,176.30007934570312,178.9600067138672,179.00999450683594,176.33999633789062,176.69000244140625,100589400,AAPL
2022-03-30,175.1277618408203,177.77000427246094,179.61000061035156,176.6999969482422,178.5500030517578,92633200,AAPL
2022-03-31,172.01473999023438,174.61000061035156,178.02999877929688,174.39999389648438,177.83999633789062,103049300,AAPL
2022-04-01,171.71917724609375,174.30999755859375,174.8800048828125,171.94000244140625,174.02999877929688,78751300,AAPL
2022-04-04,175.78781127929688,178.44000244140625,178.49000549316406,174.44000244140625,174.57000732421875,76468400,AAPL
2022-04-05,172.4580535888672,175.05999755859375,178.3000030517578,174.4199981689453,177.5,73401800,AAPL
2022-04-06,169.2760467529297,171.8300018310547,173.6300048828125,170.1300048828125,172.36000061035156,89058800,AAPL
2022-04-07,169.58140563964844,172.13999938964844,173.36000061035156,169.85000610351562,171.16000366210938,77594700,AAPL
2022-04-08,167.5619354248047,170.08999633789062,171.77999877929688,169.1999969482422,171.77999877929688,76575500,AAPL
2022-04-11,163.28640747070312,165.75,169.02999877929688,165.5,168.7100067138672,72246700,AAPL
2022-04-12,165.16802978515625,167.66000366210938,169.8699951171875,166.63999938964844,168.02000427246094,79265200,AAPL
2022-04-13,167.86729431152344,170.39999389648438,171.0399932861328,166.77000427246094,167.38999938964844,70618900,AAPL
2022-04-14,162.83326721191406,165.2899932861328,171.27000427246094,165.0399932861328,170.6199951171875,75329400,AAPL
2022-04-18,162.6165771484375,165.07000732421875,166.60000610351562,163.57000732421875,163.9199981689453,69023900,AAPL
2022-04-19,164.91189575195312,167.39999389648438,167.82000732421875,163.91000366210938,165.02000427246094,67723800,AAPL
2022-04-20,164.74441528320312,167.22999572753906,168.8800048828125,166.10000610351562,168.75999450683594,67929800,AAPL
2022-04-21,163.9464569091797,166.4199981689453,171.52999877929688,165.91000366210938,168.91000366210938,87227800,AAPL
2022-04-22,159.38526916503906,161.7899932861328,167.8699951171875,161.5,166.4600067138672,84882400,AAPL
2022-04-25,160.45907592773438,162.8800048828125,163.1699981689453,158.4600067138672,161.1199951171875,96046400,AAPL
2022-04-26,154.46945190429688,156.8000030517578,162.33999633789062,156.72000122070312,162.25,95623200,AAPL
2022-04-27,154.24288940429688,156.57000732421875,159.7899932861328,155.3800048828125,155.91000366210938,88063200,AAPL
2022-04-28,161.20777893066406,163.63999938964844,164.52000427246094,158.92999267578125,159.25,130216800,AAPL
2022-04-29,155.30682373046875,157.64999389648438,166.1999969482422,157.25,161.83999633789062,131747600,AAPL
2022-05-02,155.61221313476562,157.9600067138672,158.22999572753906,153.27000427246094,156.7100067138672,123055300,AAPL
2022-05-03,157.109619140625,159.47999572753906,160.7100067138672,156.32000732421875,158.14999389648438,88966500,AAPL
2022-05-04,163.5524139404297,166.02000427246094,166.47999572753906,159.25999450683594,159.6699981689453,108256500,AAPL
2022-05-05,154.43988037109375,156.77000427246094,164.0800018310547,154.9499969482422,163.85000610351562,130525300,AAPL
2022-05-06,155.16995239257812,157.27999877929688,159.44000244140625,154.17999267578125,156.00999450683594,116124600,AAPL
2022-05-09,150.0199737548828,152.05999755859375,155.8300018310547,151.49000549316406,154.92999267578125,131577900,AAPL
2022-05-10,152.43714904785156,154.50999450683594,156.74000549316406,152.92999267578125,155.52000427246094,115366700,AAPL
2022-05-11,144.53457641601562,146.5,155.4499969482422,145.80999755859375,153.5,142689800,AAPL
2022-05-12,140.64743041992188,142.55999755859375,146.1999969482422,138.8000030517578,142.77000427246094,182602000,AAPL
2022-05-13,145.1363983154297,147.11000061035156,148.10000610351562,143.11000061035156,144.58999633789062,113990900,AAPL
2022-05-16,143.5874786376953,145.5399932861328,147.52000427246094,144.17999267578125,145.5500030517578,86643800,AAPL
2022-05-17,147.2378387451172,149.24000549316406,149.77000427246094,146.67999267578125,148.86000061035156,78336300,AAPL
2022-05-18,138.93080139160156,140.82000732421875,147.36000061035156,139.89999389648438,146.85000610351562,109742900,AAPL
2022-05-19,135.50735473632812,137.35000610351562,141.66000366210938,136.60000610351562,139.8800048828125,136095600,AAPL
2022-05-20,135.74411010742188,137.58999633789062,140.6999969482422,132.61000061035156,139.08999633789062,137426100,AAPL
2022-05-23,141.19007873535156,143.11000061035156,143.25999450683594,137.64999389648438,137.7899932861328,117726300,AAPL
2022-05-24,138.47694396972656,140.36000061035156,141.97000122070312,137.3300018310547,140.80999755859375,104132700,AAPL
2022-05-25,138.63482666015625,140.52000427246094,141.7899932861328,138.33999633789062,138.42999267578125,92482700,AAPL
2022-05-26,141.85105895996094,143.77999877929688,144.33999633789062,137.13999938964844,137.38999938964844,90601500,AAPL
2022-05-27,147.63246154785156,149.63999938964844,149.67999267578125,145.25999450683594,145.38999938964844,90978500,AAPL
2022-05-31,146.8431854248047,148.83999633789062,150.66000366210938,146.83999633789062,149.07000732421875,103718400,AAPL
2022-06-01,146.71493530273438,148.7100067138672,151.74000549316406,147.67999267578125,149.89999389648438,74286600,AAPL
2022-06-02,149.18141174316406,151.2100067138672,151.27000427246094,146.86000061035156,147.8300018310547,72348100,AAPL
2022-06-03,143.4296112060547,145.3800048828125,147.97000122070312,144.4600067138672,146.89999389648438,88570300,AAPL
2022-06-06,144.17938232421875,146.13999938964844,148.57000732421875,144.89999389648438,147.02999877929688,71598400,AAPL
2022-06-07,146.71493530273438,148.7100067138672,149.0,144.10000610351562,144.35000610351562,67808200,AAPL
2022-06-08,145.97499084472656,147.9600067138672,149.8699951171875,147.4600067138672,148.5800018310547,53950200,AAPL
2022-06-09,140.72637939453125,142.63999938964844,147.9499969482422,142.52999877929688,147.0800018310547,69473000,AAPL
2022-06-10,135.290283203125,137.1300048828125,140.75999450683594,137.05999755859375,140.27999877929688,91437900,AAPL
2022-06-13,130.1107177734375,131.8800048828125,135.1999969482422,131.44000244140625,132.8699951171875,122207100,AAPL
2022-06-14,130.97891235351562,132.75999450683594,133.88999938964844,131.47999572753906,133.1300048828125,84784300,AAPL
2022-06-15,133.61309814453125,135.42999267578125,137.33999633789062,132.16000366210938,134.2899932861328,91533000,AAPL
2022-06-16,128.31512451171875,130.05999755859375,132.38999938964844,129.0399932861328,132.0800018310547,108123900,AAPL
2022-06-17,129.79501342773438,131.55999755859375,133.0800018310547,129.80999755859375,130.07000732421875,134520300,AAPL
2022-06-21,134.0471954345703,135.8699951171875,137.05999755859375,133.32000732421875,133.4199981689453,81000500,AAPL
2022-06-22,133.5341796875,135.35000610351562,137.75999450683594,133.91000366210938,134.7899932861328,73409200,AAPL
2022-06-23,136.41500854492188,138.27000427246094,138.58999633789062,135.6300048828125,136.82000732421875,72433800,AAPL
2022-06-24,139.75953674316406,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800,AAPL
2022-06-27,139.75953674316406,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900,AAPL
2022-06-28,135.59613037109375,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400,AAPL
2022-06-29,137.3621063232422,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400,AAPL
2022-06-30,134.88580322265625,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500,AAPL
2022-07-01,137.06614685058594,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600,AAPL
2022-07-05,139.66085815429688,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800,AAPL
2022-07-06,141.00262451171875,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300,AAPL
2022-07-07,144.3865966796875,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700,AAPL
2022-07-08,145.0673370361328,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800,AAPL
2022-07-11,142.9264373779297,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600,AAPL
2022-07-12,143.90318298339844,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800,AAPL
2022-07-13,143.53814697265625,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600,AAPL
2022-07-14,146.47816467285156,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700,AAPL
2022-07-15,148.15536499023438,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900,AAPL
2022-07-18,145.09695434570312,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900,AAPL
2022-07-19,148.97422790527344,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400,AAPL
2022-07-20,150.98684692382812,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400,AAPL
2022-07-21,153.26588439941406,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600,AAPL
2022-07-22,152.02276611328125,154.08999633789062,156.27999877929688,153.41000366210938,155.38999938964844,66675400,AAPL
2022-07-25,150.89805603027344,152.9499969482422,155.0399932861328,152.27999877929688,154.00999450683594,53623900,AAPL
2022-07-26,149.56617736816406,151.60000610351562,153.08999633789062,150.8000030517578,152.25999450683594,55138700,AAPL
2022-07-27,154.68650817871094,156.7899932861328,157.3300018310547,152.16000366210938,152.5800018310547,78620700,AAPL
2022-07-28,155.23904418945312,157.35000610351562,157.63999938964844,154.41000366210938,156.97999572753906,81378700,AAPL
2022-07-29,160.32977294921875,162.50999450683594,163.6300048828125,159.5,161.24000549316406,101786900,AAPL
2022-08-01,159.34320068359375,161.50999450683594,163.58999633789062,160.88999938964844,161.00999450683594,67829400,AAPL
2022-08-02,157.86334228515625,160.00999450683594,162.41000366210938,159.6300048828125,160.10000610351562,59907000,AAPL
2022-08-03,163.90122985839844,166.1300048828125,166.58999633789062,160.75,160.83999633789062,82507500,AAPL
2022-08-04,163.58555603027344,165.80999755859375,167.19000244140625,164.42999267578125,166.00999450683594,55474100,AAPL
2022-08-05,163.35830688476562,165.35000610351562,165.85000610351562,163.0,163.2100067138672,56697000,AAPL
2022-08-08,162.8840789794922,164.8699951171875,167.80999755859375,164.1999969482422,166.3699951171875,60276900,AAPL
2022-08-09,162.9334716796875,164.9199981689453,165.82000732421875,163.25,164.02000427246094,63135500,AAPL
2022-08-10,167.2014617919922,169.24000549316406,169.33999633789062,166.89999389648438,167.67999267578125,70170500,AAPL
2022-08-11,166.46047973632812,168.49000549316406,170.99000549316406,168.19000244140625,170.05999755859375,57149200,AAPL
2022-08-12,170.02700805664062,172.10000610351562,172.1699981689453,169.39999389648438,169.82000732421875,68039400,AAPL
2022-08-15,171.10385131835938,173.19000244140625,173.38999938964844,171.35000610351562,171.52000427246094,54091700,AAPL
2022-08-16,170.94578552246094,173.02999877929688,173.7100067138672,171.66000366210938,172.77999877929688,56377100,AAPL
2022-08-17,172.44747924804688,174.5500030517578,176.14999389648438,172.57000732421875,172.77000427246094,79542000,AAPL
2022-08-18,172.05230712890625,174.14999389648438,174.89999389648438,173.1199951171875,173.75,62290100,AAPL
2022-08-19,169.4539794921875,171.52000427246094,173.74000549316406,171.30999755859375,173.02999877929688,70346300,AAPL
2022-08-22,165.55157470703125,167.57000732421875,169.86000061035156,167.13999938964844,169.69000244140625,69026800,AAPL
2022-08-23,165.21563720703125,167.22999572753906,168.7100067138672,166.64999389648438,167.0800018310547,54147100,AAPL
2022-08-24,165.5120391845703,167.52999877929688,168.11000061035156,166.25,167.32000732421875,53841500,AAPL
2022-08-25,167.98191833496094,170.02999877929688,170.13999938964844,168.35000610351562,168.77999877929688,51218200,AAPL
2022-08-26,161.64915466308594,163.6199951171875,171.0500030517578,163.55999755859375,170.57000732421875,78961000,AAPL
2022-08-29,159.43612670898438,161.3800048828125,162.89999389648438,159.82000732421875,161.14999389648438,73314000,AAPL
2022-08-30,156.99588012695312,158.91000366210938,162.55999755859375,157.72000122070312,162.1300048828125,77906200,AAPL
2022-08-31,155.3262176513672,157.22000122070312,160.5800018310547,157.13999938964844,160.30999755859375,87991100,AAPL
2022-09-01,156.05731201171875,157.9600067138672,158.4199981689453,154.6699981689453,156.63999938964844,74229900,AAPL
2022-09-02,153.93321228027344,155.80999755859375,160.36000061035156,154.97000122070312,159.75,76957800,AAPL
2022-09-06,152.6686248779297,154.52999877929688,157.08999633789062,153.69000244140625,156.47000122070312,73714800,AAPL
2022-09-07,154.08140563964844,155.9600067138672,156.6699981689453,153.61000061035156,154.82000732421875,87449600,AAPL
2022-09-08,152.59947204589844,154.4600067138672,156.36000061035156,152.67999267578125,154.63999938964844,84923800,AAPL
2022-09-09,155.47442626953125,157.3699951171875,157.82000732421875,154.75,155.47000122070312,68028800,AAPL
2022-09-12,161.46141052246094,163.42999267578125,164.25999450683594,159.3000030517578,159.58999633789062,104956000,AAPL
2022-09-13,151.9869384765625,153.83999633789062,160.5399932861328,153.3699951171875,159.89999389648438,122656600,AAPL
2022-09-14,153.43922424316406,155.30999755859375,157.10000610351562,153.61000061035156,154.7899932861328,87965400,AAPL
2022-09-15,150.53465270996094,152.3699951171875,155.24000549316406,151.3800048828125,154.64999389648438,90481100,AAPL
2022-09-16,148.884765625,150.6999969482422,151.35000610351562,148.3699951171875,151.2100067138672,162278800,AAPL
2022-09-19,152.61923217773438,154.47999572753906,154.55999755859375,149.10000610351562,149.30999755859375,81474200,AAPL
2022-09-20,155.0100860595703,156.89999389648438,158.0800018310547,153.0800018310547,153.39999389648438,107689800,AAPL
2022-09-21,151.86839294433594,153.72000122070312,158.74000549316406,153.60000610351562,157.33999633789062,101696800,AAPL
2022-09-22,150.90020751953125,152.74000549316406,154.47000122070312,150.91000366210938,152.3800048828125,86652500,AAPL
2022-09-23,148.6180419921875,150.42999267578125,151.47000122070312,148.55999755859375,151.19000244140625,96029900,AAPL
2022-09-26,148.9539337158203,150.77000427246094,153.77000427246094,149.63999938964844,149.66000366210938,93339400,AAPL
2022-09-27,149.9320068359375,151.75999450683594,154.72000122070312,149.9499969482422,152.74000549316406,84442700,AAPL
2022-09-28,148.03512573242188,149.83999633789062,150.63999938964844,144.83999633789062,147.63999938964844,146691400,AAPL
2022-09-29,140.76376342773438,142.47999572753906,146.72000122070312,140.67999267578125,146.10000610351562,128138200,AAPL
2022-09-30,136.5353240966797,138.1999969482422,143.10000610351562,138.0,141.27999877929688,124925300,AAPL
2022-10-03,140.73410034179688,142.4499969482422,143.07000732421875,137.69000244140625,138.2100067138672,114311700,AAPL
2022-10-04,144.3401641845703,146.10000610351562,146.22000122070312,144.25999450683594,145.02999877929688,87830100,AAPL
2022-10-05,144.63653564453125,146.39999389648438,147.3800048828125,143.00999450683594,144.07000732421875,79471000,AAPL
2022-10-06,143.67825317382812,145.42999267578125,147.5399932861328,145.22000122070312,145.80999755859375,68402200,AAPL
2022-10-07,138.402587890625,140.08999633789062,143.10000610351562,139.4499969482422,142.5399932861328,85925600,AAPL
2022-10-10,138.7285919189453,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,74899000,AAPL
2022-10-11,137.30593872070312,138.97999572753906,141.35000610351562,138.22000122070312,139.89999389648438,77033700,AAPL
2022-10-12,136.67364501953125,138.33999633789062,140.36000061035156,138.16000366210938,139.1300048828125,70433700,AAPL
2022-10-13,141.2676239013672,142.99000549316406,143.58999633789062,134.3699951171875,134.99000549316406,113224000,AAPL
2022-10-14,136.71315002441406,138.3800048828125,144.52000427246094,138.19000244140625,144.30999755859375,88598000,AAPL
2022-10-17,140.6946258544922,142.41000366210938,142.89999389648438,140.27000427246094,141.07000732421875,85250900,AAPL
2022-10-18,142.0185089111328,143.75,146.6999969482422,140.61000061035156,145.49000549316406,99136600,AAPL
2022-10-19,142.12713623046875,143.86000061035156,144.9499969482422,141.5,141.69000244140625,61758300,AAPL
2022-10-20,141.66282653808594,143.38999938964844,145.88999938964844,142.64999389648438,143.02000427246094,64522000,AAPL
2022-10-21,145.49606323242188,147.27000427246094,147.85000610351562,142.64999389648438,142.8699951171875,86548600,AAPL
2022-10-24,147.64981079101562,149.4499969482422,150.22999572753906,146.0,147.19000244140625,75981900,AAPL
2022-10-25,150.5050048828125,152.33999633789062,152.49000549316406,149.36000061035156,150.08999633789062,74732300,AAPL
2022-10-26,147.551025390625,149.35000610351562,151.99000549316406,148.0399932861328,150.9600067138672,88194300,AAPL
2022-10-27,143.05584716796875,144.8000030517578,149.0500030517578,144.1300048828125,148.07000732421875,109180200,AAPL
2022-10-28,153.8640594482422,155.74000549316406,157.5,147.82000732421875,148.1999969482422,164762400,AAPL
2022-10-31,151.49295043945312,153.33999633789062,154.24000549316406,151.9199981689453,153.16000366210938,97943200,AAPL
2022-11-01,148.8353729248047,150.64999389648438,155.4499969482422,149.1300048828125,155.0800018310547,80379300,AAPL
2022-11-02,143.28305053710938,145.02999877929688,152.1699981689453,145.0,148.9499969482422,93604600,AAPL
2022-11-03,137.2071075439453,138.8800048828125,142.8000030517578,138.75,142.05999755859375,97918500,AAPL
2022-11-04,136.93997192382812,138.3800048828125,142.6699981689453,134.3800048828125,142.08999633789062,140814800,AAPL
2022-11-07,137.47433471679688,138.9199981689453,139.14999389648438,135.6699981689453,137.11000061035156,83374600,AAPL
2022-11-08,138.0482940673828,139.5,141.42999267578125,137.49000549316406,140.41000366210938,89908500,AAPL
2022-11-09,133.46646118164062,134.8699951171875,138.5500030517578,134.58999633789062,138.5,74917800,AAPL
2022-11-10,145.3415985107422,146.8699951171875,146.8699951171875,139.5,141.24000549316406,118854000,AAPL
2022-11-11,148.14215087890625,149.6999969482422,150.00999450683594,144.3699951171875,145.82000732421875,93979700,AAPL
2022-11-14,146.73690795898438,148.27999877929688,150.27999877929688,147.42999267578125,148.97000122070312,73374100,AAPL
2022-11-15,148.47862243652344,150.0399932861328,153.58999633789062,148.55999755859375,152.22000122070312,89868300,AAPL
2022-11-16,147.24160766601562,148.7899932861328,149.8699951171875,147.2899932861328,149.1300048828125,64218300,AAPL
2022-11-17,149.1515350341797,150.72000122070312,151.47999572753906,146.14999389648438,146.42999267578125,80389400,AAPL
2022-11-18,149.71559143066406,151.2899932861328,152.6999969482422,149.97000122070312,152.30999755859375,74829600,AAPL
2022-11-21,146.4697265625,148.00999450683594,150.3699951171875,147.72000122070312,150.16000366210938,58724100,AAPL
2022-11-22,148.61717224121094,150.17999267578125,150.4199981689453,146.92999267578125,148.1300048828125,51804100,AAPL
2022-11-23,149.49790954589844,151.07000732421875,151.8300018310547,149.33999633789062,149.4499969482422,58301400,AAPL
2022-11-25,146.5686798095703,148.11000061035156,148.8800048828125,147.1199951171875,148.30999755859375,35195900,AAPL
2022-11-28,142.71917724609375,144.22000122070312,146.63999938964844,143.3800048828125,145.13999938964844,69246000,AAPL
2022-11-29,139.70091247558594,141.1699981689453,144.80999755859375,140.35000610351562,144.2899932861328,83763800,AAPL
2022-11-30,146.48953247070312,148.02999877929688,148.72000122070312,140.5500030517578,141.39999389648438,111380900,AAPL
2022-12-01,146.76658630371094,148.30999755859375,149.1300048828125,146.61000061035156,148.2100067138672,71250400,AAPL
2022-12-02,146.2718048095703,147.80999755859375,148.0,145.64999389648438,145.9600067138672,65447400,AAPL
2022-12-05,145.10409545898438,146.6300048828125,150.9199981689453,145.77000427246094,147.77000427246094,68826400,AAPL
2022-12-06,141.4228057861328,142.91000366210938,147.3000030517578,141.9199981689453,147.07000732421875,64727200,AAPL
2022-12-07,139.47332763671875,140.94000244140625,143.3699951171875,140.0,142.19000244140625,69721100,AAPL
2022-12-08,141.16549682617188,142.64999389648438,143.52000427246094,141.10000610351562,142.36000061035156,62128300,AAPL
2022-12-09,140.6806182861328,142.16000366210938,145.57000732421875,140.89999389648438,142.33999633789062,76097000,AAPL
2022-12-12,142.98635864257812,144.49000549316406,144.5,141.05999755859375,142.6999969482422,70462700,AAPL
2022-12-13,143.9561767578125,145.47000122070312,149.97000122070312,144.24000549316406,149.5,93886200,AAPL
2022-12-14,141.71969604492188,143.2100067138672,146.66000366210938,141.16000366210938,145.35000610351562,82291200,AAPL
2022-12-15,135.0795135498047,136.5,141.8000030517578,136.02999877929688,141.11000061035156,98931900,AAPL
2022-12-16,133.11019897460938,134.50999450683594,137.64999389648438,133.72999572753906,136.69000244140625,160156900,AAPL
2022-12-19,130.99249267578125,132.3699951171875,135.1999969482422,131.32000732421875,135.11000061035156,79592600,AAPL
2022-12-20,130.92323303222656,132.3000030517578,133.25,129.88999938964844,131.38999938964844,77432800,AAPL
2022-12-21,134.04043579101562,135.4499969482422,136.80999755859375,132.75,132.97999572753906,85928000,AAPL
2022-12-22,130.85394287109375,132.22999572753906,134.55999755859375,130.3000030517578,134.35000610351562,77852100,AAPL
2022-12-23,130.48782348632812,131.86000061035156,132.4199981689453,129.63999938964844,130.9199981689453,63814900,AAPL
2022-12-27,128.6768341064453,130.02999877929688,131.41000366210938,128.72000122070312,131.3800048828125,69007800,AAPL
2022-12-28,124.72836303710938,126.04000091552734,131.02999877929688,125.87000274658205,129.6699981689453,85438400,AAPL
2022-12-29,128.26121520996094,129.61000061035156,130.47999572753906,127.7300033569336,127.98999786376952,75703700,AAPL
2022-12-30,128.57786560058594,129.92999267578125,129.9499969482422,127.43000030517578,128.41000366210938,77034200,AAPL
2023-01-03,123.76844787597656,125.06999969482422,130.89999389648438,124.16999816894533,130.27999877929688,112117500,AAPL
2023-01-04,125.04503631591795,126.36000061035156,128.66000366210938,125.08000183105467,126.88999938964844,89113600,AAPL
2023-01-05,123.7189712524414,125.0199966430664,127.7699966430664,124.76000213623048,127.12999725341795,80962700,AAPL
2023-01-06,128.27108764648438,129.6199951171875,130.2899932861328,124.88999938964844,126.01000213623048,87754700,AAPL
2023-01-09,128.79559326171875,130.14999389648438,133.41000366210938,129.88999938964844,130.47000122070312,70790800,AAPL
2023-01-10,129.36956787109375,130.72999572753906,131.25999450683594,128.1199951171875,130.25999450683594,63896200,AAPL
2023-01-11,132.10086059570312,133.49000549316406,133.50999450683594,130.4600067138672,131.25,69458900,AAPL
2023-01-12,132.02169799804688,133.41000366210938,134.25999450683594,131.44000244140625,133.8800048828125,71379600,AAPL
2023-01-13,133.35760498046875,134.75999450683594,134.9199981689453,131.66000366210938,132.02999877929688,57809700,AAPL
2023-01-17,134.5253448486328,135.94000244140625,137.2899932861328,134.1300048828125,134.8300018310547,63646600,AAPL
2023-01-18,133.80294799804688,135.2100067138672,138.61000061035156,135.02999877929688,136.82000732421875,69672800,AAPL
2023-01-19,133.8623046875,135.27000427246094,136.25,133.77000427246094,134.0800018310547,58280400,AAPL
2023-01-20,136.43524169921875,137.8699951171875,138.02000427246094,134.22000122070312,135.27999877929688,80223600,AAPL
